Precinct	total_votes	votes|Jerry Joyce	votes|Paul Vallas	votes|Willie L. Wilson	votes|Toni Preckwinkle	votes|William M. Daley	votes|Garry Mccarthy	votes|Gery Chico	votes|Susana A. Mendoza	votes|Amara Enyia	votes|La Shawn K. Ford	votes|Neal Sales-Griffin	votes|Lori Lightfoot	votes|Robert ''Bob'' Fioretti	votes|John Kenneth Kozlar
20036	68	2	1	30	11	6	0	2	1	2	2	0	11	0	0
20037	70	1	1	31	15	4	0	1	2	5	2	0	8	0	0
20038	83	4	2	38	11	12	0	1	3	3	0	0	8	1	0
20039	19	0	1	9	6	1	0	0	0	1	0	0	1	0	0
21001	284	14	7	65	78	15	2	8	8	36	6	3	39	2	1
21002	154	2	7	57	28	14	1	3	4	11	2	0	23	2	0
21003	271	5	7	76	73	22	0	10	4	24	4	0	45	1	0
21004	219	5	7	83	49	20	0	2	4	19	4	0	26	0	0
21005	298	15	8	84	54	25	3	8	12	35	3	3	47	1	0
21006	184	6	2	44	55	17	2	13	4	13	2	1	25	0	0
21007	275	4	9	73	68	25	0	12	4	30	2	0	46	1	1
21008	244	5	0	94	48	21	0	6	10	24	4	0	31	0	1
21009	297	9	11	79	85	25	1	17	10	22	8	0	29	1	0
21010	204	6	1	56	64	11	2	6	7	18	5	1	25	2	0
21011	210	5	4	63	47	28	2	3	7	25	2	2	20	2	0
21012	227	4	3	74	45	22	4	5	2	20	1	0	47	0	0
21013	228	1	16	77	48	17	0	3	5	25	5	1	29	0	1
21014	270	5	6	87	62	22	3	6	4	36	6	1	32	0	0
21015	209	4	4	53	51	22	0	6	10	19	3	1	32	4	0
21016	218	10	6	71	36	18	1	9	7	24	4	0	31	1	0
21017	194	5	3	68	50	14	1	5	2	17	2	4	22	1	0
21018	276	14	9	69	68	26	1	4	10	24	7	2	39	3	0
21019	240	5	3	65	65	19	2	12	7	31	4	0	27	0	0
21020	201	3	4	67	54	10	2	1	5	22	4	0	27	2	0
21021	190	4	4	75	45	21	2	6	6	9	1	0	16	1	0
21022	223	6	6	54	61	20	1	7	8	32	5	0	23	0	0
21023	224	2	13	49	70	11	1	7	5	21	7	0	37	0	1
21024	250	6	6	77	46	22	2	5	13	27	7	3	35	1	0
21025	226	5	6	70	55	18	1	3	6	18	1	1	41	1	0
21026	202	8	4	54	54	12	1	4	9	24	2	1	29	0	0
21027	252	9	7	72	61	27	1	3	10	30	5	0	25	1	1
21028	277	1	4	103	47	25	2	11	13	18	8	0	41	4	0
21029	284	4	4	101	66	23	0	6	10	17	4	1	43	5	0
21030	191	3	2	66	40	13	2	5	8	22	4	1	23	1	1
21031	205	7	10	60	46	20	0	6	2	13	6	0	33	2	0
21032	244	7	7	84	66	17	1	8	5	20	3	1	24	1	0
21033	212	3	6	65	56	18	0	5	7	25	4	0	22	0	1
21034	217	3	3	81	44	19	3	2	7	23	0	0	30	1	1
21035	304	7	7	75	85	37	2	4	8	25	3	0	49	2	0
21036	231	5	8	65	61	18	5	3	10	19	4	0	32	1	0
21037	210	4	4	68	59	15	1	10	6	15	2	1	25	0	0
21038	213	4	1	72	47	12	1	6	12	19	6	0	32	1	0
21039	194	2	6	67	56	16	1	3	5	12	2	0	22	1	1
21040	235	6	5	77	60	19	1	10	9	12	6	2	28	0	0
21041	259	5	9	76	52	15	2	8	15	27	6	2	38	4	0
21042	268	8	6	77	60	20	1	6	13	37	3	2	35	0	0
21043	233	5	6	60	62	16	2	13	14	22	3	0	29	1	0
21044	246	7	7	85	54	18	0	1	12	27	3	0	31	1	0
21045	200	3	2	53	53	16	3	6	8	13	1	0	40	2	0
21046	267	6	0	89	73	15	0	14	6	18	7	1	36	2	0
21047	223	4	2	60	56	23	1	7	7	19	6	1	36	1	0
21048	229	3	7	66	50	22	2	18	10	14	5	0	30	2	0
21049	280	7	5	86	66	17	3	8	9	26	5	5	41	2	0
21050	192	4	2	50	47	18	1	2	7	26	1	2	31	1	0
21051	255	5	1	103	52	22	2	8	4	28	6	0	21	3	0
21052	241	4	9	75	58	27	3	6	8	18	4	1	28	0	0
21053	205	4	6	52	58	17	1	7	3	26	1	1	27	1	1
21054	217	7	1	69	55	23	2	3	6	9	2	1	38	1	0
22001	132	6	2	35	27	18	4	2	12	3	5	0	17	1	0
22002	288	53	8	4	11	50	12	42	73	12	0	1	15	2	5
22003	272	36	5	1	20	30	5	43	96	24	2	0	7	3	0
22004	163	9	3	1	16	24	7	27	52	11	0	0	12	0	1
22005	194	15	2	3	16	14	4	46	67	14	0	0	8	3	2
22006	193	11	4	5	17	16	9	14	82	22	3	0	9	1	0
22007	143	8	2	0	25	24	1	25	39	9	1	0	9	0	0
22008	311	36	10	22	22	55	8	53	59	9	1	1	28	3	4
22009	155	9	3	2	23	27	1	22	53	9	0	1	4	1	0
22010	263	18	11	3	29	42	15	44	72	15	0	0	13	1	0
22011	155	6	2	5	15	20	6	25	57	10	3	0	6	0	0
22012	220	22	3	27	18	40	12	30	43	10	4	0	7	1	3
22013	180	11	5	5	23	19	7	25	58	15	0	0	11	0	1
22014	176	9	4	16	25	16	7	14	50	21	1	0	11	1	1
22015	153	10	0	0	9	20	4	36	60	8	0	0	5	1	0
22016	158	17	6	3	22	15	5	28	44	9	0	0	7	0	2
22017	218	19	3	0	43	30	6	27	51	21	2	0	14	2	0
22018	169	9	6	3	18	29	3	20	59	14	1	0	7	0	0
22019	87	3	1	22	28	4	0	1	4	10	3	0	11	0	0
22020	167	10	3	2	8	20	4	42	49	15	1	0	12	1	0
22021	228	2	5	68	51	22	1	4	10	27	11	1	26	0	0
22022	191	11	4	9	19	23	4	26	49	28	2	0	16	0	0
22023	298	11	5	98	70	31	1	5	9	20	6	0	40	2	0
22024	240	23	6	5	12	23	8	38	94	8	1	3	17	0	2
22025	197	9	9	6	16	22	7	44	50	18	0	0	15	1	0
23001	304	106	29	5	7	51	15	30	35	4	0	0	18	1	3
23002	277	80	19	7	13	37	27	43	22	8	2	1	12	4	2
23003	292	118	18	2	4	47	21	30	32	9	1	0	8	1	1
23004	333	97	29	6	9	42	30	47	44	5	0	0	18	4	2
23005	223	15	10	8	20	50	10	26	44	17	3	2	17	1	0
23006	248	26	9	8	9	43	20	46	62	10	0	0	12	2	1
23007	179	12	7	5	11	30	11	28	53	11	2	0	8	1	0
23008	262	35	12	4	12	38	20	47	52	14	0	1	24	1	2
23009	164	11	7	10	13	33	0	32	37	6	1	0	14	0	0
23010	239	35	13	7	11	34	15	42	64	9	0	0	9	0	0
23011	223	20	2	8	14	35	10	43	59	7	2	0	18	2	3
23012	293	114	21	7	6	48	14	27	24	7	0	0	14	4	7
23013	150	8	4	3	6	25	11	21	51	7	1	1	9	1	2
23014	262	89	19	7	8	50	15	28	29	2	0	0	10	2	3
23015	167	13	9	6	18	34	2	28	44	8	0	0	3	2	0
23016	318	118	36	4	6	59	11	32	20	2	0	0	23	6	1
23017	120	12	5	13	7	13	8	18	30	7	2	0	5	0	0
23018	235	83	24	2	1	31	24	37	20	0	0	0	10	2	1
23019	148	16	2	7	13	24	7	21	30	13	0	0	14	0	1
23020	120	10	6	2	8	11	4	26	39	4	0	0	10	0	0
23021	313	110	32	5	11	44	11	51	30	7	1	1	9	1	0
23022	270	54	10	8	18	49	13	38	52	4	0	0	19	3	2
23023	272	60	29	8	10	50	26	33	34	3	1	2	14	2	0
23024	165	19	10	2	5	30	16	22	45	7	0	0	8	0	1
23025	168	25	12	6	4	21	8	27	29	10	0	0	22	1	3
23026	247	23	15	4	14	33	23	39	60	10	1	0	18	2	5
23027	288	98	29	8	8	47	16	42	27	3	0	0	8	2	0
23028	292	74	28	5	10	51	28	36	38	5	0	0	9	3	5
23029	254	58	21	2	11	51	12	39	39	4	0	0	14	0	3
23030	251	28	12	4	17	32	12	44	66	9	1	0	20	5	1
23031	162	24	8	3	21	24	5	25	31	11	0	1	5	3	1
23032	210	28	7	5	10	38	8	34	58	7	1	0	13	0	1
23033	200	27	10	7	12	21	5	21	75	9	0	0	12	0	1
23034	164	20	3	8	13	21	8	24	38	19	0	0	9	1	0
23035	206	67	21	6	4	41	14	30	16	1	0	0	5	1	0
23036	313	84	24	9	7	80	18	44	32	4	0	0	8	2	1
23037	334	129	29	8	12	46	29	30	28	5	0	1	13	1	3
23038	249	66	22	5	8	42	15	32	29	8	0	0	16	4	2
23039	205	19	6	4	14	33	5	40	56	5	0	0	21	0	2
24001	160	3	2	80	28	9	3	1	2	11	1	0	16	4	0
24002	169	6	3	69	30	12	3	2	7	16	7	0	14	0	0
24003	188	3	5	50	49	23	1	3	3	25	9	0	17	0	0
24004	121	0	2	54	17	19	1	1	0	7	6	0	11	3	0
24005	99	0	1	38	25	5	0	2	5	6	2	0	14	1	0
24006	215	1	3	83	52	11	1	4	5	26	6	2	20	1	0
24007	118	1	2	5	24	11	6	16	19	18	1	0	12	3	0
24008	93	2	0	35	16	10	0	1	4	6	2	0	17	0	0
24009	156	3	1	61	37	7	1	4	6	8	4	2	21	1	0
24010	85	0	0	35	17	5	0	1	1	9	1	0	15	1	0
24011	196	1	3	69	50	14	2	6	3	14	7	0	25	2	0
24012	113	3	1	46	19	6	0	1	2	12	5	0	16	1	1
24013	88	1	0	35	26	6	0	2	2	9	2	0	5	0	0
24014	153	0	5	56	35	7	0	1	5	10	4	0	28	2	0
24015	98	0	1	43	31	7	0	2	1	3	0	1	9	0	0
24016	335	11	3	70	59	42	6	19	51	47	4	0	23	0	0
24017	139	1	3	56	26	12	0	3	3	9	4	0	20	2	0
24018	166	5	3	72	30	11	1	4	9	13	4	0	12	2	0
24019	242	4	4	82	55	18	2	9	9	20	4	0	35	0	0
24020	130	1	5	52	24	10	0	3	4	11	3	0	14	3	0
24021	78	1	0	40	10	4	0	2	4	6	3	0	8	0	0
24022	209	6	1	97	38	10	0	5	12	11	8	1	20	0	0
24023	129	5	1	39	29	10	2	1	7	12	6	1	13	3	0
24024	187	2	1	67	35	22	1	2	5	20	13	0	18	0	1
24025	149	1	4	61	31	6	1	3	3	18	6	0	13	0	2
24026	284	5	4	90	69	34	0	3	8	19	11	0	35	4	2
24027	203	1	6	65	33	28	5	4	5	14	10	0	29	3	0
24028	139	0	1	55	27	15	2	6	3	5	5	1	18	1	0
24029	152	3	1	55	35	15	1	2	4	7	7	0	20	2	0
24030	100	2	5	30	24	9	0	5	2	10	4	0	9	0	0
24031	213	1	3	78	52	16	4	2	9	20	10	0	18	0	0
24032	79	0	0	25	24	5	0	3	1	7	3	1	10	0	0
24033	115	8	1	36	26	7	2	4	5	4	7	0	14	1	0
24034	179	1	4	72	32	18	0	1	6	18	8	0	18	1	0
24035	159	8	1	64	30	8	4	2	5	11	6	0	17	3	0
24036	230	4	8	83	40	26	3	5	4	20	2	1	31	3	0
24037	101	3	1	27	21	9	0	2	6	8	5	0	19	0	0
24038	169	2	5	45	43	8	1	5	8	16	11	1	24	0	0
24039	225	8	1	69	49	19	2	6	21	17	5	0	27	1	0
24040	192	4	3	75	53	12	2	1	6	21	2	0	13	0	0
24041	147	3	2	52	27	9	1	3	3	14	11	1	21	0	0
25001	286	18	7	3	62	38	5	42	51	25	0	0	32	2	1
25002	324	14	6	5	60	27	4	30	54	69	5	1	47	0	2
25003	322	12	24	11	38	51	5	12	33	23	2	0	102	7	2
25004	270	6	6	51	54	41	2	22	11	32	4	2	34	5	0
25005	378	21	13	8	42	46	12	80	46	53	1	0	45	6	5
25006	117	11	7	5	9	38	2	11	9	4	1	0	16	2	2
25007	335	17	7	4	73	20	7	31	67	61	1	0	45	1	1
25008	351	14	12	7	46	39	3	43	68	64	1	2	49	1	2
25009	307	20	7	10	44	35	7	33	53	42	1	0	47	5	3
25010	332	8	35	3	27	95	6	18	30	22	1	2	76	8	1
25011	320	17	8	8	55	21	1	49	57	52	0	0	47	1	4
25012	328	24	7	1	44	34	6	33	59	65	1	0	50	1	3
25013	347	15	6	2	53	32	4	51	74	62	2	1	40	1	4
25014	199	13	11	9	28	55	6	9	15	20	2	2	25	1	3
25015	285	18	10	11	39	42	9	32	57	40	0	0	23	1	3
25016	343	7	29	6	24	94	21	16	23	14	2	2	93	5	7
25017	378	14	10	18	61	42	5	41	70	49	0	3	60	2	3
25018	211	19	19	12	19	52	5	21	23	10	2	3	20	3	3
25019	345	24	7	11	61	28	5	44	51	54	2	2	52	2	2
25020	187	2	3	79	29	17	3	10	9	10	5	2	16	2	0
25021	410	13	19	13	61	67	14	14	31	58	4	5	104	6	1
25022	285	18	3	5	38	34	5	26	59	49	5	1	42	0	0
25023	380	27	14	9	58	39	10	61	57	52	0	0	51	2	0
25024	374	19	8	6	53	38	0	51	74	48	1	0	74	2	0
25025	312	19	23	10	24	53	12	39	23	39	1	2	60	3	4
25026	308	25	10	6	38	32	5	43	67	38	2	0	39	3	0
25027	252	8	14	8	29	43	6	16	30	20	0	1	72	2	3
25028	327	24	10	3	38	27	7	52	55	56	2	0	52	1	0
25029	277	13	7	70	53	22	3	11	28	19	4	0	39	7	1
25030	311	24	18	7	55	21	9	39	56	37	0	0	44	1	0
25031	361	13	31	7	35	90	10	17	29	14	3	3	102	6	1
25032	278	28	19	5	26	40	18	29	67	22	1	0	15	5	3
26001	229	2	5	5	39	27	3	22	26	36	1	3	59	1	0
26002	228	6	8	19	57	25	8	12	23	36	1	0	31	2	0
26003	233	3	15	2	42	24	10	18	15	42	1	0	59	2	0
26004	143	3	4	25	30	15	1	12	27	17	5	0	4	0	0
26005	192	5	4	18	37	18	3	15	19	33	1	1	38	0	0
26006	200	9	0	10	31	18	5	39	43	17	1	1	26	0	0
26007	214	3	3	6	50	21	4	5	20	50	0	0	50	1	1
26008	109	3	2	8	20	19	2	9	23	14	0	0	7	0	2
26009	184	10	8	10	29	28	2	24	34	14	0	0	21	1	3
26010	174	7	4	8	39	15	5	16	14	35	3	0	26	2	0
26011	216	4	11	17	32	39	6	21	39	20	1	0	23	3	0
26012	238	3	11	19	43	35	8	13	25	33	1	2	44	1	0
26013	114	5	3	13	10	18	2	16	29	7	1	0	8	1	1
26014	167	4	5	11	43	14	2	13	32	21	2	1	19	0	0
26015	114	4	1	12	12	18	4	13	29	10	0	0	11	0	0
26016	97	2	2	3	12	18	3	13	22	11	1	1	9	0	0
26017	204	9	13	3	39	32	13	12	10	11	1	7	52	2	0
26018	166	8	5	8	27	24	11	23	23	19	5	1	12	0	0
26019	126	3	7	27	16	16	1	11	26	9	1	0	8	1	0
26020	218	5	11	7	44	37	4	10	30	26	1	0	42	0	1
26021	248	9	6	20	45	27	9	10	24	32	2	0	60	4	0
26022	91	6	4	5	14	11	1	11	21	6	0	0	12	0	0
26023	138	4	9	6	16	19	1	23	26	15	1	0	18	0	0
26024	185	12	3	11	28	32	3	16	29	18	0	0	31	0	2
26025	211	7	11	7	46	17	5	24	38	20	3	0	32	1	0
26026	142	9	6	6	30	13	2	9	15	26	0	2	23	1	0
26027	302	16	10	29	63	29	6	17	32	41	2	1	53	1	2
26028	343	12	25	2	50	62	14	27	23	33	0	1	92	2	0
26029	127	3	3	11	32	11	3	10	14	17	1	0	22	0	0
26030	180	4	5	12	38	10	1	18	28	16	1	0	44	3	0
26031	98	3	5	9	19	17	2	12	16	10	1	0	4	0	0
26032	265	18	15	5	31	45	7	21	27	22	2	0	65	3	4
26033	250	7	5	20	43	20	10	11	29	40	0	2	60	3	0
26034	290	8	5	5	69	23	5	25	43	49	1	0	57	0	0
26035	234	4	10	11	48	26	8	10	41	28	4	2	39	3	0
26036	230	9	11	4	33	30	2	18	20	36	3	3	60	0	1
26037	213	8	4	4	54	19	1	13	34	35	0	1	39	0	1
26038	96	5	4	12	19	11	1	5	25	6	1	0	6	1	0
26039	235	4	10	8	31	35	5	12	24	37	2	1	61	4	1
26040	149	4	3	8	26	25	5	12	19	20	3	0	21	2	1
26041	217	8	4	13	48	24	4	21	29	29	0	2	35	0	0
26042	170	5	4	15	36	20	2	11	21	22	0	0	31	3	0
26043	127	7	5	4	9	26	3	11	40	7	1	0	13	0	1
26044	123	9	5	8	12	19	2	15	37	4	2	1	8	0	1
26045	97	4	1	12	14	9	2	11	20	11	2	0	10	1	0
26046	169	10	14	6	26	29	8	7	23	11	1	3	29	1	1
26047	119	5	2	1	20	27	2	13	23	10	2	1	12	1	0
26048	190	8	7	7	30	17	2	13	19	29	3	0	55	0	0
26049	97	4	4	6	12	14	4	9	26	7	0	0	10	0	1
27001	380	9	28	6	46	74	8	12	36	43	2	3	105	7	1
27002	269	11	18	40	47	39	6	8	15	15	8	1	49	8	4
27003	137	2	0	53	19	13	0	1	9	16	4	0	18	2	0
27004	132	5	2	20	36	11	0	4	4	21	3	1	22	3	0
27005	189	8	2	71	28	18	2	4	13	11	5	1	23	3	0
27006	227	7	8	39	46	40	2	4	16	18	3	1	41	2	0
27007	319	11	22	8	49	33	6	22	33	44	3	0	83	4	1
27008	153	2	2	39	39	16	2	5	8	13	6	0	18	2	1
27009	130	7	3	5	23	35	4	4	10	9	2	3	22	3	0
27010	329	4	6	102	96	29	4	8	8	10	10	1	39	11	1
27011	274	10	8	11	44	69	12	8	27	18	3	3	54	5	2
27012	173	12	9	6	19	34	7	12	18	12	0	3	33	5	3
27013	359	8	13	60	101	50	2	11	18	37	8	0	48	3	0
27014	94	1	2	34	19	2	1	2	9	5	5	0	10	4	0
27015	114	2	2	35	23	13	0	2	7	6	9	0	15	0	0
27016	209	1	13	3	27	54	6	8	14	27	3	0	51	2	0
27017	220	3	10	40	45	22	3	3	18	26	5	0	34	11	0
27018	157	2	3	36	45	18	0	4	5	19	4	0	15	5	1
27019	100	1	2	29	20	12	0	5	9	8	2	0	12	0	0
27020	126	2	1	51	21	5	1	5	10	14	3	0	12	1	0
27021	245	4	9	14	31	67	7	11	19	16	2	1	59	0	5
27022	111	3	0	37	20	16	1	0	7	6	3	1	15	2	0
27023	185	6	1	65	34	21	0	6	6	11	8	0	25	2	0
27024	130	2	1	40	24	19	3	6	10	9	1	0	15	0	0
27025	231	2	8	38	52	33	2	13	8	29	6	0	24	15	1
27026	211	4	6	51	44	29	2	5	7	29	3	0	28	2	1
27027	258	6	6	55	49	25	1	12	5	33	5	4	52	5	0
27028	186	6	10	15	38	40	2	14	20	6	0	1	32	1	1
27029	138	4	4	43	16	13	2	7	14	10	3	0	22	0	0
27030	115	2	0	36	23	10	1	1	3	9	2	0	22	6	0
27031	181	1	2	70	43	11	0	7	9	19	5	0	13	1	0
27032	226	3	8	48	64	14	1	8	5	20	9	0	39	7	0
27033	238	4	17	23	34	41	5	17	20	22	2	1	47	3	2
27034	191	7	4	77	40	21	1	3	4	15	3	0	16	0	0
27035	264	18	14	8	28	47	10	14	29	28	1	1	57	5	4
27036	180	1	4	36	31	20	1	10	11	26	6	0	31	3	0
27037	318	16	12	43	57	44	7	13	33	20	0	0	64	6	3
27038	308	18	6	29	61	70	11	18	20	11	3	1	54	4	2
27039	203	10	4	55	32	25	0	12	4	28	3	0	18	11	1
27040	288	8	23	13	39	43	10	26	24	30	7	4	60	0	1
27041	241	4	1	66	73	22	2	6	7	14	3	0	28	14	1
27042	174	7	9	20	25	35	6	3	12	15	1	3	36	1	1
27043	137	5	2	31	28	8	5	2	5	21	2	0	25	3	0
27044	150	1	2	58	38	16	1	1	2	9	1	1	20	0	0
27045	378	10	36	10	53	82	6	15	36	29	0	2	94	3	2
27046	199	10	12	2	20	79	3	16	10	8	0	1	33	4	1
27047	215	4	10	59	49	26	2	10	6	7	6	1	33	2	0
27048	335	10	7	54	75	54	4	8	16	31	7	1	61	4	3
27049	173	0	3	60	47	10	1	4	5	15	4	0	13	11	0
27050	218	4	1	61	51	17	2	4	7	18	5	1	32	15	0
28001	116	5	0	48	21	7	1	1	0	10	11	0	11	1	0
28002	187	1	6	59	42	18	2	1	2	20	3	1	30	2	0
28003	144	3	2	58	25	6	1	5	7	14	6	1	14	2	0
28004	176	5	17	3	27	32	5	17	10	14	1	0	39	6	0
28005	140	6	10	30	24	10	1	7	4	8	3	1	28	8	0
28006	162	3	7	21	22	33	2	13	5	11	1	0	33	11	0
28007	187	2	4	76	33	15	2	4	2	11	15	0	22	1	0
28008	208	9	14	6	25	44	4	11	20	12	3	2	54	3	1
28009	182	4	6	75	40	17	2	4	3	13	2	0	16	0	0
28010	254	9	22	30	44	22	5	13	16	21	5	1	56	5	5
28011	372	9	14	41	57	29	9	16	43	73	7	0	63	8	3
28012	176	0	5	55	34	14	1	4	7	15	17	0	24	0	0
28013	235	8	1	96	52	22	1	3	10	6	8	0	26	2	0
28014	163	2	0	61	29	16	0	6	6	24	7	0	12	0	0
28015	55	2	1	21	10	4	0	0	2	1	5	0	9	0	0
28016	110	0	2	33	15	10	0	0	4	13	8	0	20	5	0
28017	150	2	2	66	32	12	0	0	3	13	2	0	18	0	0
28018	154	4	0	46	28	23	2	4	4	6	1	0	22	14	0
28019	190	9	7	11	27	17	5	21	21	28	0	0	38	5	1
28020	180	1	5	77	26	16	0	2	9	14	6	0	24	0	0
28021	147	0	2	74	20	6	2	4	3	8	6	0	21	1	0
28022	174	3	5	63	30	18	1	2	1	20	8	1	22	0	0
28023	205	0	2	89	45	5	2	6	6	14	10	1	22	1	2
28024	164	2	2	73	24	15	0	3	4	11	9	0	19	2	0
28025	254	2	3	102	60	13	2	4	5	23	9	1	29	1	0
28026	177	2	2	87	35	8	0	0	8	5	5	1	23	1	0
28027	227	14	23	4	43	36	6	22	11	20	0	0	42	3	3
28028	277	18	21	5	40	54	4	33	22	13	5	0	56	5	1
28029	89	0	1	34	15	7	2	1	5	5	5	1	13	0	0
28030	29	0	0	8	4	1	0	0	0	2	1	0	9	4	0
28031	316	12	3	115	56	31	3	4	11	11	22	1	43	3	1
28032	165	1	4	72	30	16	0	3	4	13	3	0	15	4	0
28033	204	4	3	84	44	12	1	1	6	14	9	0	23	3	0
28034	260	11	6	76	50	34	3	7	16	15	9	0	32	1	0
28035	182	4	2	78	33	9	1	4	7	14	4	3	16	7	0
28036	100	2	2	37	18	6	0	3	2	13	3	0	14	0	0
28037	210	5	4	81	35	16	1	4	6	23	8	1	25	0	1
28038	76	0	1	31	13	7	0	2	4	2	8	0	7	0	1
28039	128	0	3	47	27	13	3	2	5	11	6	0	11	0	0
28040	231	7	6	75	41	24	1	8	10	19	16	0	20	3	1
28041	121	3	2	34	25	11	2	2	5	13	7	1	16	0	0
28042	182	2	2	80	25	17	0	3	6	13	13	1	20	0	0
28043	222	5	3	92	32	15	1	3	2	22	22	2	23	0	0
28044	131	1	1	64	24	10	0	2	3	6	4	2	14	0	0
28045	201	13	9	5	26	35	4	8	15	25	1	0	57	2	1
28046	379	11	28	26	55	39	11	38	32	49	2	2	80	6	0
29001	365	21	36	32	59	53	7	32	28	23	7	1	60	4	2
29002	309	7	4	95	72	33	1	10	11	16	20	1	37	1	1
29003	234	8	5	75	53	19	3	4	6	21	16	0	24	0	0
29004	265	1	1	80	58	29	4	3	17	24	16	0	32	0	0
29005	157	2	2	64	31	11	2	3	4	10	8	0	18	2	0
29006	172	3	1	57	35	14	1	8	6	4	15	0	26	1	1
29007	259	14	11	46	52	29	1	11	15	25	16	0	35	4	0
29008	158	1	3	51	33	8	1	3	3	14	16	0	23	1	1
29009	340	18	46	37	33	50	9	30	35	23	2	0	51	3	3
29010	380	16	18	44	51	77	4	18	31	29	11	0	77	3	1
29011	141	3	3	39	33	22	0	3	4	11	11	0	10	2	0
29012	311	9	11	74	64	24	1	8	9	25	23	0	61	2	0
29013	259	6	2	84	54	27	7	5	7	16	13	0	37	1	0
29014	228	3	1	95	45	21	1	4	2	11	7	1	36	1	0
29015	257	7	7	77	57	23	4	2	7	17	22	0	31	3	0
29016	227	4	3	58	41	13	2	6	40	14	10	0	34	2	0
29017	211	1	2	57	35	41	1	5	7	9	16	0	36	1	0
29018	234	6	4	79	46	17	1	7	7	24	8	0	34	1	0
29019	236	3	2	59	53	18	0	5	4	28	26	0	36	2	0
29020	262	8	7	93	54	21	2	6	6	16	12	2	31	3	1
29021	252	3	1	91	51	21	2	0	11	21	10	0	36	4	1
29022	208	10	5	40	26	32	7	9	13	20	24	0	19	0	3
29023	285	26	29	18	38	45	11	18	28	22	6	1	36	5	2
29024	219	2	5	77	39	20	0	7	10	23	11	0	25	0	0
29025	309	1	1	87	68	30	3	7	8	27	31	0	45	1	0
29026	263	3	11	50	58	28	2	7	9	29	11	0	47	8	0
29027	204	1	3	83	34	20	2	2	8	13	16	0	21	1	0
29028	265	4	4	78	52	25	5	8	5	22	26	0	32	4	0
29029	257	28	30	12	21	49	14	24	33	8	0	1	26	5	6
29030	374	18	16	52	72	52	10	21	50	22	9	0	48	4	0
29031	218	21	30	9	14	41	21	22	32	5	0	0	18	2	3
29032	223	36	20	8	10	33	28	24	37	3	0	0	20	3	1
29033	213	7	8	51	49	21	2	6	6	15	17	0	31	0	0
29034	181	10	5	38	26	16	8	2	13	20	23	1	13	6	0
29035	167	4	1	50	22	14	1	4	6	15	16	0	26	7	1
29036	212	2	6	59	42	25	3	4	7	16	17	0	29	2	0
29037	216	6	4	70	46	12	0	5	15	18	22	1	17	0	0
29038	225	13	12	19	24	32	12	29	46	9	1	0	22	4	2
29039	243	28	18	11	20	46	17	28	51	7	0	0	14	2	1
29040	289	12	5	85	63	27	1	6	13	25	18	0	28	6	0
29041	182	4	2	53	27	18	2	11	9	17	11	0	25	3	0
29042	243	2	4	103	44	21	4	2	5	11	14	0	33	0	0
29043	321	14	12	42	52	46	6	34	16	31	10	0	55	3	0
29044	305	6	14	82	54	29	4	5	8	28	19	0	52	4	0
30001	278	16	15	11	27	39	9	42	55	21	1	0	37	2	3
30002	283	18	15	9	28	47	11	38	60	7	0	0	40	3	7
30003	214	9	6	1	23	26	1	14	38	32	0	0	63	0	1
30004	236	12	22	9	24	29	14	22	54	15	0	1	24	9	1
30005	163	15	5	1	11	29	8	23	48	9	1	0	13	0	0
30006	236	15	7	14	20	48	10	28	65	3	2	0	17	5	2
30007	296	14	17	10	42	42	20	18	54	10	1	0	65	2	1
30008	323	15	9	8	53	40	9	29	47	50	1	0	55	5	2
30009	222	10	14	3	25	24	19	31	42	11	0	0	35	5	3
30010	269	9	18	11	25	45	10	39	65	16	2	0	24	2	3
30011	218	4	10	8	23	39	17	28	68	7	0	0	10	3	1
30012	193	19	11	7	21	33	8	19	49	5	0	0	18	0	3
30013	234	16	6	9	21	45	10	34	55	13	1	0	20	2	2
30014	139	5	8	10	12	23	11	18	37	5	2	0	4	2	2
30015	300	11	26	5	45	53	10	24	23	15	1	0	85	1	1
30016	132	8	6	6	9	17	4	28	32	8	0	0	14	0	0
30017	278	19	12	13	34	38	14	25	58	23	0	2	31	7	2
30018	279	16	6	6	53	20	10	20	39	36	4	1	64	1	3
30019	216	17	7	5	16	32	10	26	72	14	2	0	11	2	2
30020	274	28	14	8	25	44	15	21	47	17	1	2	46	5	1
30021	207	11	15	5	12	51	17	25	42	11	1	0	15	1	1
30022	327	14	14	6	53	52	13	26	47	32	0	0	69	1	0
30023	244	9	6	9	33	25	15	17	53	32	0	0	42	0	3
30024	325	6	5	10	47	28	19	7	44	72	2	0	76	2	7
30025	349	9	5	9	68	31	7	18	54	52	2	1	83	6	4
30026	185	18	7	9	11	31	7	18	43	14	0	0	22	3	2
30027	185	7	11	6	24	22	8	27	49	4	0	0	25	1	1
30028	278	12	20	5	34	35	9	12	56	31	1	2	61	0	0
30029	110	8	4	4	9	14	2	20	39	0	1	0	9	0	0
30030	113	8	3	7	11	12	5	15	39	5	0	0	7	1	0
30031	184	13	13	10	23	26	8	12	38	10	1	1	24	4	1
30032	220	9	20	3	23	24	11	20	33	30	0	0	45	1	1
31001	143	3	10	3	6	18	7	30	32	13	0	0	21	0	0
31002	138	8	5	4	5	31	4	19	40	12	0	0	10	0	0
