Precinct	total_votes	votes|Joseph Berrios	votes|Frederick ''Fritz'' Kaegi	votes|Andrea A. Raila
Schaumburg 27	119	53	35	31
Schaumburg 28	217	69	98	50
Schaumburg 29	159	51	79	29
Schaumburg 30	136	38	72	26
Schaumburg 31	174	44	84	46
Schaumburg 32	220	72	99	49
Schaumburg 33	138	39	56	43
Schaumburg 34	176	63	63	50
Schaumburg 35	125	38	58	29
Schaumburg 36	112	31	51	30
Schaumburg 37	117	31	66	20
Schaumburg 38	142	47	62	33
Schaumburg 39	214	57	101	56
Schaumburg 40	120	40	62	18
Schaumburg 41	111	51	44	16
Schaumburg 42	125	41	52	32
Schaumburg 43	118	48	36	34
Schaumburg 44	157	66	48	43
Schaumburg 45	158	52	63	43
Schaumburg 46	113	41	46	26
Schaumburg 47	144	48	69	27
Schaumburg 48	105	36	42	27
Schaumburg 49	102	34	38	30
Schaumburg 50	94	23	53	18
Schaumburg 51	121	45	48	28
Schaumburg 52	187	49	94	44
Schaumburg 53	146	49	72	25
Schaumburg 54	129	25	69	35
Schaumburg 55	102	33	49	20
Schaumburg 56	165	42	83	40
Schaumburg 57	168	52	76	40
Schaumburg 58	89	20	49	20
Schaumburg 59	176	41	96	39
Schaumburg 60	109	48	38	23
Schaumburg 61	177	54	84	39
Schaumburg 62	167	56	71	40
Schaumburg 63	134	43	63	28
Schaumburg 64	124	33	58	33
Schaumburg 65	134	40	65	29
Schaumburg 66	127	37	61	29
Schaumburg 67	123	49	47	27
Schaumburg 68	122	42	58	22
Schaumburg 69	128	36	60	32
Schaumburg 70	80	29	32	19
Schaumburg 71	147	45	68	34
Schaumburg 72	112	41	44	27
Schaumburg 73	171	52	69	50
Schaumburg 74	117	42	51	24
Schaumburg 75	127	37	57	33
Schaumburg 76	128	32	69	27
Schaumburg 77	184	51	88	45
Schaumburg 78	102	36	44	22
Stickney 1	91	30	37	24
Stickney 2	147	63	55	29
Stickney 3	290	129	96	65
Stickney 4	231	111	83	37
Stickney 5	246	102	91	53
Stickney 6	314	119	135	60
Stickney 7	123	57	39	27
Stickney 8	162	71	66	25
Stickney 9	181	90	56	35
Stickney 10	257	121	65	71
Stickney 11	243	103	94	46
Stickney 12	220	90	78	52
Stickney 13	182	96	50	36
Stickney 14	247	92	112	43
Stickney 15	222	91	90	41
Stickney 16	214	99	74	41
Stickney 17	130	42	57	31
Stickney 18	91	41	37	13
Stickney 19	177	78	60	39
Stickney 20	173	90	44	39
Thornton 1	134	59	51	24
Thornton 2	82	40	30	12
Thornton 3	192	102	51	39
Thornton 4	277	131	81	65
Thornton 5	131	57	43	31
Thornton 6	330	181	93	56
Thornton 7	272	141	77	54
Thornton 8	217	100	67	50
Thornton 9	197	129	38	30
Thornton 10	189	94	64	31
Thornton 11	97	33	39	25
Thornton 12	154	77	46	31
Thornton 13	151	55	53	43
Thornton 14	222	94	87	41
Thornton 15	187	103	51	33
Thornton 16	154	46	66	42
Thornton 17	194	88	59	47
Thornton 18	220	91	67	62
Thornton 19	210	102	52	56
Thornton 20	108	49	29	30
Thornton 21	338	149	123	66
Thornton 22	208	104	54	50
Thornton 23	241	93	79	69
Thornton 24	299	77	163	59
Thornton 25	249	67	120	62
Thornton 26	169	75	56	38
Thornton 27	378	159	166	53
Thornton 28	160	81	47	32
Thornton 29	124	51	45	28
Thornton 30	134	83	25	26
Thornton 31	50	22	15	13
Thornton 32	134	62	40	32
Thornton 33	205	97	63	45
Thornton 34	334	173	100	61
Thornton 35	299	156	86	57
Thornton 36	91	50	24	17
Thornton 37	192	87	66	39
Thornton 38	278	104	89	85
Thornton 39	179	91	40	48
Thornton 40	158	79	47	32
Thornton 41	142	59	47	36
Thornton 42	153	74	49	30
Thornton 43	159	56	71	32
Thornton 44	128	54	36	38
Thornton 45	228	135	63	30
Thornton 46	250	130	68	52
Thornton 47	120	53	43	24
Thornton 48	204	114	59	31
Thornton 49	110	69	24	17
Thornton 50	147	70	47	30
Thornton 51	129	44	47	38
Thornton 52	229	116	61	52
Thornton 53	130	65	38	27
Thornton 54	387	166	146	75
Thornton 55	157	79	51	27
Thornton 56	185	90	59	36
Thornton 57	103	39	31	33
Thornton 58	217	103	77	37
Thornton 59	145	62	53	30
Thornton 60	144	77	38	29
Thornton 61	119	61	31	27
Thornton 62	52	17	21	14
Thornton 63	110	59	34	17
Thornton 64	273	149	83	41
Thornton 65	192	89	54	49
Thornton 66	412	167	168	77
Thornton 67	312	91	161	60
Thornton 68	191	89	61	41
Thornton 69	147	68	57	22
Thornton 70	130	60	40	30
Thornton 71	126	60	40	26
Thornton 72	212	111	59	42
Thornton 73	336	154	117	65
Thornton 74	199	109	55	35
Thornton 75	214	119	61	34
Thornton 76	275	134	92	49
Thornton 77	333	157	93	83
Thornton 78	254	130	72	52
Thornton 79	253	114	78	61
Thornton 80	249	99	85	65
Thornton 81	224	121	60	43
Thornton 82	134	59	52	23
Thornton 83	279	159	68	52
Thornton 84	322	150	88	84
Thornton 85	206	100	73	33
Thornton 86	203	86	72	45
Thornton 87	339	174	102	63
Thornton 88	238	139	60	39
Thornton 89	302	160	91	51
Thornton 90	282	140	84	58
Thornton 91	259	114	93	52
Thornton 92	251	113	84	54
Thornton 93	147	72	38	37
Thornton 94	273	119	96	58
Thornton 95	150	75	52	23
Thornton 96	173	88	44	41
Thornton 97	61	26	24	11
Thornton 98	51	24	15	12
Thornton 99	173	81	68	24
Thornton 100	115	56	35	24
Thornton 101	177	98	46	33
Thornton 102	131	68	43	20
Thornton 103	133	74	29	30
Thornton 104	77	42	20	15
Thornton 105	202	98	65	39
Thornton 106	167	69	70	28
Thornton 107	413	183	156	74
Thornton 108	122	64	35	23
Thornton 109	160	82	47	31
Thornton 110	161	71	58	32
Thornton 111	160	74	49	37
Thornton 112	91	55	17	19
Thornton 113	107	55	36	16
Thornton 114	199	92	76	31
Thornton 115	205	96	69	40
Thornton 116	197	118	44	35
Thornton 117	243	104	84	55
Thornton 118	325	131	132	62
Thornton 119	200	88	70	42
Thornton 120	392	190	130	72
Thornton 121	193	106	51	36
Thornton 122	294	140	98	56
Thornton 123	177	82	60	35
Wheeling 1	186	49	89	48
Wheeling 2	109	27	51	31
Wheeling 3	157	28	90	39
Wheeling 4	153	52	60	41
Wheeling 5	155	27	87	41
Wheeling 6	126	35	56	35
Wheeling 7	253	47	151	55
Wheeling 8	116	23	68	25
Wheeling 9	102	32	39	31
Wheeling 10	216	37	133	46
Wheeling 11	187	53	90	44
Wheeling 12	209	45	112	52
Wheeling 13	104	33	45	26
Wheeling 14	136	28	78	30
Wheeling 15	160	29	91	40
Wheeling 16	52	18	14	20
Wheeling 17	137	41	58	38
Wheeling 18	228	64	110	54
Wheeling 19	236	62	131	43
Wheeling 20	199	31	123	45
Wheeling 21	92	21	51	20
Wheeling 22	195	56	95	44
Wheeling 23	147	40	73	34
Wheeling 24	144	30	91	23
Wheeling 25	317	100	133	84
Wheeling 26	243	45	138	60
Wheeling 27	265	67	144	54
Wheeling 28	227	51	121	55
Wheeling 29	96	33	44	19
Wheeling 30	213	57	113	43
Wheeling 31	118	27	56	35
Wheeling 32	85	19	50	16
Wheeling 33	50	16	14	20
Wheeling 34	210	47	115	48
Wheeling 35	170	26	104	40
Wheeling 36	266	45	159	62
Wheeling 37	173	58	57	58
Wheeling 38	188	45	81	62
Wheeling 39	291	82	148	61
Wheeling 40	162	37	84	41
Wheeling 41	285	62	166	57
Wheeling 42	215	68	93	54
Wheeling 43	110	35	52	23
Wheeling 44	175	48	90	37
Wheeling 45	220	56	102	62
Wheeling 46	247	62	136	49
Wheeling 47	110	27	61	22
Wheeling 48	136	30	72	34
Wheeling 49	195	85	69	41
Wheeling 50	126	41	62	23
Wheeling 51	182	51	87	44
Wheeling 52	136	44	76	16
Wheeling 53	148	39	86	23
Wheeling 54	180	40	91	49
Wheeling 55	182	51	93	38
Wheeling 56	137	41	66	30
Wheeling 57	163	32	99	32
Wheeling 58	121	27	68	26
Wheeling 59	212	58	101	53
Wheeling 60	176	34	109	33
Wheeling 61	156	47	67	42
Wheeling 62	175	49	88	38
Wheeling 63	122	39	47	36
Wheeling 64	230	73	103	54
Wheeling 65	214	45	109	60
Wheeling 66	203	53	104	46
Wheeling 67	149	42	92	15
Wheeling 68	86	14	56	16
Wheeling 69	162	36	85	41
Wheeling 70	241	79	106	56
Wheeling 71	223	55	121	47
Wheeling 72	160	44	74	42
Wheeling 73	177	44	88	45
Wheeling 74	121	46	45	30
Wheeling 75	164	36	87	41
Wheeling 76	182	59	79	44
Wheeling 77	52	20	18	14
Wheeling 78	284	55	169	60
Wheeling 79	140	56	64	20
Wheeling 80	114	44	40	30
Wheeling 81	151	40	82	29
Wheeling 82	227	49	116	62
Wheeling 83	289	73	170	46
Wheeling 84	190	62	83	45
Wheeling 85	123	29	62	32
Wheeling 86	175	43	90	42
Wheeling 87	142	35	81	26
Wheeling 88	163	48	78	37
Wheeling 89	99	28	44	27
Wheeling 90	179	29	116	34
Wheeling 91	256	68	130	58
Wheeling 92	272	66	157	49
Worth 1	99	45	36	18
Worth 2	213	75	96	42
Worth 3	217	66	99	52
Worth 4	259	100	96	63
Worth 5	256	80	121	55
Worth 6	191	85	72	34
Worth 7	153	29	96	28
Worth 8	218	86	70	62
Worth 9	278	108	116	54
Worth 10	276	103	114	59
Worth 11	241	74	122	45
Worth 12	113	48	45	20
Worth 13	264	78	138	48
Worth 14	203	73	73	57
Worth 15	275	112	89	74
Worth 16	255	100	114	41
Worth 17	213	73	94	46
Worth 18	141	30	85	26
Worth 19	182	68	78	36
Worth 20	133	43	50	40
Worth 21	283	111	104	68
Worth 22	178	67	82	29
Worth 23	171	56	71	44
Worth 24	118	63	38	17
Worth 25	249	73	120	56
Worth 26	158	64	60	34
Worth 27	179	55	85	39
Worth 28	141	55	52	34
Worth 29	187	68	73	46
Worth 30	224	89	96	39
Worth 31	289	114	119	56
Worth 32	160	43	94	23
Worth 33	148	67	54	27
Worth 34	164	73	52	39
Worth 35	229	85	101	43
Worth 36	268	95	108	65
Worth 37	166	72	63	31
Worth 38	284	97	123	64
Worth 39	232	60	129	43
Worth 40	244	105	79	60
Worth 41	162	60	75	27
Worth 42	156	54	56	46
Worth 43	144	70	46	28
Worth 44	117	47	42	28
Worth 45	197	62	102	33
Worth 46	234	85	108	41
Worth 47	104	36	36	32
Worth 48	172	54	87	31
Worth 49	125	50	54	21
Worth 50	200	64	85	51
Worth 51	124	40	47	37
Worth 52	104	37	53	14
Worth 53	223	72	100	51
Worth 54	246	80	123	43
Worth 55	98	44	40	14
Worth 56	220	64	119	37
Worth 57	257	77	126	54
Worth 58	223	78	103	42
Worth 59	371	182	115	74
Worth 60	134	33	76	25
Worth 61	168	71	64	33
Worth 62	141	39	77	25
Worth 63	206	68	94	44
Worth 64	243	72	125	46
Worth 65	251	62	138	51
Worth 66	134	47	61	26
Worth 67	81	28	39	14
Worth 68	168	66	48	54
Worth 69	285	95	113	77
Worth 70	272	83	143	46
Worth 71	128	50	50	28
Worth 72	228	79	111	38
Worth 73	114	43	42	29
Worth 74	108	41	44	23
Worth 75	266	93	120	53
Worth 76	99	30	45	24
Worth 77	230	99	96	35
Worth 78	256	84	109	63
Worth 79	114	30	61	23
Worth 80	250	95	82	73
Worth 81	121	45	58	18
Worth 82	187	74	80	33
Worth 83	99	41	31	27
Worth 84	232	73	107	52
Worth 85	213	70	106	37
Worth 86	250	105	105	40
Worth 87	131	55	50	26
Worth 88	130	52	53	25
Worth 89	251	70	133	48
Worth 90	223	93	82	48
Worth 91	127	46	55	26
Worth 92	208	69	108	31
Worth 93	117	29	57	31
Worth 94	230	86	113	31
Worth 95	187	41	118	28
Worth 96	255	111	101	43
Worth 97	199	93	60	46
Worth 98	262	107	108	47
Worth 99	110	38	51	21
Worth 100	241	80	127	34
