Precinct	total_votes	votes|Maria Pappas
Rich 43	610	610
Rich 44	421	421
Rich 45	693	693
Rich 46	806	806
Rich 47	819	819
Rich 48	598	598
Rich 49	496	496
Rich 50	202	202
Rich 51	501	501
River Forest 1	720	720
River Forest 2	446	446
River Forest 3	546	546
River Forest 4	625	625
River Forest 5	405	405
River Forest 6	383	383
River Forest 7	537	537
River Forest 8	713	713
Riverside 1	541	541
Riverside 2	51	51
Riverside 3	328	328
Riverside 4	626	626
Riverside 5	338	338
Riverside 6	399	399
Riverside 7	348	348
Riverside 8	571	571
Riverside 9	398	398
Riverside 10	527	527
Riverside 11	622	622
Riverside 12	327	327
Riverside 13	482	482
Schaumburg 1	701	701
Schaumburg 2	621	621
Schaumburg 3	399	399
Schaumburg 4	278	278
Schaumburg 5	262	262
Schaumburg 6	345	345
Schaumburg 7	306	306
Schaumburg 8	347	347
Schaumburg 9	362	362
Schaumburg 10	283	283
Schaumburg 11	345	345
Schaumburg 12	426	426
Schaumburg 13	304	304
Schaumburg 14	433	433
Schaumburg 15	384	384
Schaumburg 16	464	464
Schaumburg 17	389	389
Schaumburg 18	372	372
Schaumburg 19	323	323
Schaumburg 20	314	314
Schaumburg 21	534	534
Schaumburg 22	482	482
Schaumburg 23	434	434
Schaumburg 24	477	477
Schaumburg 25	420	420
Schaumburg 26	467	467
Schaumburg 27	376	376
Schaumburg 28	513	513
Schaumburg 29	481	481
Schaumburg 30	371	371
Schaumburg 31	548	548
Schaumburg 32	533	533
Schaumburg 33	348	348
Schaumburg 34	517	517
Schaumburg 35	307	307
Schaumburg 36	288	288
Schaumburg 37	285	285
Schaumburg 38	399	399
Schaumburg 39	584	584
Schaumburg 40	358	358
Schaumburg 41	351	351
Schaumburg 42	477	477
Schaumburg 43	372	372
Schaumburg 44	524	524
Schaumburg 45	433	433
Schaumburg 46	303	303
Schaumburg 47	362	362
Schaumburg 48	309	309
Schaumburg 49	299	299
Schaumburg 50	291	291
Schaumburg 51	348	348
Schaumburg 52	542	542
Schaumburg 53	401	401
Schaumburg 54	466	466
Schaumburg 55	328	328
Schaumburg 56	440	440
Schaumburg 57	508	508
Schaumburg 58	248	248
Schaumburg 59	503	503
Schaumburg 60	313	313
Schaumburg 61	606	606
Schaumburg 62	514	514
Schaumburg 63	352	352
Schaumburg 64	365	365
Schaumburg 65	322	322
Schaumburg 66	356	356
Schaumburg 67	392	392
Schaumburg 68	371	371
Schaumburg 69	342	342
Schaumburg 70	307	307
Schaumburg 71	384	384
Schaumburg 72	353	353
Schaumburg 73	454	454
Schaumburg 74	321	321
Schaumburg 75	343	343
Schaumburg 76	372	372
Schaumburg 77	543	543
Schaumburg 78	352	352
Stickney 1	182	182
Stickney 2	307	307
Stickney 3	561	561
Stickney 4	443	443
Stickney 5	477	477
Stickney 6	539	539
Stickney 7	226	226
Stickney 8	367	367
Stickney 9	363	363
Stickney 10	471	471
Stickney 11	421	421
Stickney 12	398	398
Stickney 13	347	347
Stickney 14	460	460
Stickney 15	450	450
Stickney 16	488	488
Stickney 17	277	277
Stickney 18	203	203
Stickney 19	333	333
Stickney 20	329	329
Thornton 1	274	274
Thornton 2	213	213
Thornton 3	402	402
Thornton 4	540	540
Thornton 5	335	335
Thornton 6	590	590
Thornton 7	448	448
Thornton 8	434	434
Thornton 9	276	276
Thornton 10	421	421
Thornton 11	235	235
Thornton 12	348	348
Thornton 13	376	376
Thornton 14	444	444
Thornton 15	419	419
Thornton 16	395	395
Thornton 17	465	465
Thornton 18	553	553
Thornton 19	502	502
Thornton 20	261	261
Thornton 21	632	632
Thornton 22	421	421
Thornton 23	398	398
Thornton 24	477	477
Thornton 25	424	424
Thornton 26	408	408
Thornton 27	589	589
Thornton 28	339	339
Thornton 29	271	271
Thornton 30	260	260
Thornton 31	121	121
Thornton 32	319	319
Thornton 33	415	415
Thornton 34	664	664
Thornton 35	654	654
Thornton 36	217	217
Thornton 37	481	481
Thornton 38	630	630
Thornton 39	344	344
Thornton 40	327	327
Thornton 41	310	310
Thornton 42	302	302
Thornton 43	347	347
Thornton 44	298	298
Thornton 45	403	403
Thornton 46	493	493
Thornton 47	320	320
Thornton 48	415	415
Thornton 49	229	229
Thornton 50	348	348
Thornton 51	336	336
Thornton 52	442	442
Thornton 53	307	307
Thornton 54	687	687
Thornton 55	328	328
Thornton 56	406	406
Thornton 57	292	292
Thornton 58	482	482
Thornton 59	322	322
Thornton 60	284	284
Thornton 61	291	291
Thornton 62	133	133
Thornton 63	224	224
Thornton 64	421	421
Thornton 65	513	513
Thornton 66	704	704
Thornton 67	549	549
Thornton 68	419	419
Thornton 69	321	321
Thornton 70	222	222
Thornton 71	243	243
Thornton 72	437	437
Thornton 73	640	640
Thornton 74	471	471
Thornton 75	436	436
Thornton 76	482	482
Thornton 77	682	682
Thornton 78	494	494
Thornton 79	563	563
Thornton 80	420	420
Thornton 81	415	415
Thornton 82	322	322
Thornton 83	599	599
Thornton 84	609	609
Thornton 85	400	400
Thornton 86	406	406
Thornton 87	633	633
Thornton 88	446	446
Thornton 89	628	628
Thornton 90	489	489
Thornton 91	458	458
Thornton 92	493	493
Thornton 93	307	307
Thornton 94	523	523
Thornton 95	333	333
Thornton 96	347	347
Thornton 97	177	177
Thornton 98	156	156
Thornton 99	375	375
Thornton 100	266	266
Thornton 101	383	383
Thornton 102	241	241
Thornton 103	256	256
Thornton 104	173	173
Thornton 105	404	404
Thornton 106	309	309
Thornton 107	642	642
Thornton 108	247	247
Thornton 109	308	308
Thornton 110	284	284
Thornton 111	316	316
Thornton 112	232	232
Thornton 113	219	219
Thornton 114	435	435
Thornton 115	447	447
Thornton 116	475	475
Thornton 117	489	489
Thornton 118	425	425
Thornton 119	415	415
Thornton 120	733	733
Thornton 121	349	349
Thornton 122	590	590
Thornton 123	313	313
Wheeling 1	391	391
Wheeling 2	308	308
Wheeling 3	437	437
Wheeling 4	310	310
Wheeling 5	425	425
Wheeling 6	270	270
Wheeling 7	630	630
Wheeling 8	302	302
Wheeling 9	337	337
Wheeling 10	545	545
Wheeling 11	540	540
Wheeling 12	561	561
Wheeling 13	364	364
Wheeling 14	340	340
Wheeling 15	386	386
Wheeling 16	166	166
Wheeling 17	385	385
Wheeling 18	389	389
Wheeling 19	599	599
Wheeling 20	491	491
Wheeling 21	288	288
Wheeling 22	509	509
Wheeling 23	376	376
Wheeling 24	346	346
Wheeling 25	587	587
Wheeling 26	619	619
Wheeling 27	652	652
Wheeling 28	573	573
Wheeling 29	251	251
Wheeling 30	582	582
Wheeling 31	300	300
Wheeling 32	280	280
Wheeling 33	220	220
Wheeling 34	546	546
Wheeling 35	401	401
Wheeling 36	648	648
Wheeling 37	515	515
Wheeling 38	485	485
Wheeling 39	475	475
Wheeling 40	447	447
Wheeling 41	689	689
Wheeling 42	544	544
Wheeling 43	392	392
Wheeling 44	480	480
Wheeling 45	366	366
Wheeling 46	677	677
Wheeling 47	352	352
Wheeling 48	380	380
Wheeling 49	544	544
Wheeling 50	366	366
Wheeling 51	470	470
Wheeling 52	384	384
Wheeling 53	477	477
Wheeling 54	481	481
Wheeling 55	442	442
Wheeling 56	396	396
Wheeling 57	486	486
Wheeling 58	332	332
Wheeling 59	472	472
Wheeling 60	353	353
Wheeling 61	481	481
Wheeling 62	502	502
Wheeling 63	328	328
Wheeling 64	651	651
Wheeling 65	577	577
Wheeling 66	542	542
Wheeling 67	303	303
Wheeling 68	254	254
Wheeling 69	427	427
Wheeling 70	592	592
Wheeling 71	662	662
Wheeling 72	429	429
Wheeling 73	444	444
Wheeling 74	324	324
Wheeling 75	438	438
Wheeling 76	509	509
Wheeling 77	193	193
Wheeling 78	674	674
Wheeling 79	392	392
Wheeling 80	351	351
Wheeling 81	363	363
Wheeling 82	596	596
Wheeling 83	693	693
Wheeling 84	570	570
Wheeling 85	335	335
Wheeling 86	499	499
Wheeling 87	420	420
Wheeling 88	508	508
Wheeling 89	277	277
Wheeling 90	431	431
Wheeling 91	554	554
Wheeling 92	648	648
Worth 1	229	229
Worth 2	462	462
Worth 3	434	434
Worth 4	620	620
Worth 5	444	444
Worth 6	422	422
Worth 7	345	345
Worth 8	502	502
Worth 9	480	480
Worth 10	550	550
Worth 11	443	443
Worth 12	267	267
Worth 13	490	490
Worth 14	413	413
Worth 15	584	584
Worth 16	500	500
Worth 17	479	479
Worth 18	274	274
Worth 19	414	414
Worth 20	316	316
Worth 21	572	572
Worth 22	340	340
Worth 23	404	404
Worth 24	226	226
Worth 25	490	490
Worth 26	320	320
Worth 27	330	330
Worth 28	290	290
Worth 29	407	407
Worth 30	441	441
Worth 31	573	573
Worth 32	294	294
Worth 33	379	379
Worth 34	411	411
Worth 35	427	427
Worth 36	484	484
Worth 37	367	367
Worth 38	532	532
Worth 39	401	401
Worth 40	478	478
Worth 41	233	233
Worth 42	332	332
Worth 43	305	305
Worth 44	268	268
Worth 45	366	366
Worth 46	513	513
Worth 47	234	234
Worth 48	310	310
Worth 49	263	263
Worth 50	450	450
Worth 51	280	280
Worth 52	267	267
Worth 53	408	408
Worth 54	471	471
Worth 55	225	225
Worth 56	394	394
Worth 57	466	466
Worth 58	450	450
Worth 59	624	624
Worth 60	245	245
Worth 61	342	342
Worth 62	236	236
Worth 63	426	426
Worth 64	525	525
Worth 65	549	549
Worth 66	287	287
Worth 67	231	231
Worth 68	394	394
Worth 69	537	537
Worth 70	487	487
Worth 71	317	317
Worth 72	484	484
Worth 73	277	277
Worth 74	216	216
Worth 75	499	499
Worth 76	213	213
Worth 77	416	416
Worth 78	507	507
Worth 79	237	237
Worth 80	537	537
Worth 81	277	277
Worth 82	389	389
Worth 83	203	203
Worth 84	421	421
Worth 85	422	422
Worth 86	384	384
Worth 87	367	367
Worth 88	252	252
Worth 89	498	498
Worth 90	463	463
Worth 91	227	227
Worth 92	433	433
Worth 93	238	238
Worth 94	445	445
Worth 95	404	404
Worth 96	577	577
Worth 97	382	382
Worth 98	468	468
Worth 99	243	243
Worth 100	427	427
