Precinct	total_votes	votes|Deval Patrick	votes|Bernie Sanders	votes|Joseph R. Biden	votes|Michael R. Bloomberg	votes|Elizabeth Warren	votes|Pete Buttigieg	votes|Tom Steyer	votes|Andrew Yang	votes|Michael Bennet	votes|John K. Delaney	votes|Tulsi Gabbard	votes|Cory Booker
Worth 38	368	0	116	232	3	4	2	2	0	0	0	8	1
Worth 39	287	1	102	166	4	6	1	0	0	1	0	6	0
Worth 40	283	0	102	161	6	3	0	1	0	0	1	6	3
Worth 41	186	0	69	106	2	4	2	0	0	0	0	1	2
Worth 42	166	0	67	91	1	2	3	0	0	0	0	2	0
Worth 43	168	1	42	122	0	1	0	1	0	1	0	0	0
Worth 44	123	0	66	48	1	2	2	1	1	0	0	2	0
Worth 45	241	0	72	154	3	2	4	0	0	0	1	4	1
Worth 46	283	0	106	156	3	7	1	1	0	0	1	5	3
Worth 47	129	0	63	58	6	0	0	0	0	0	0	2	0
Worth 48	178	0	65	100	8	0	1	1	1	0	1	1	0
Worth 49	141	0	56	72	2	4	0	0	1	0	0	5	1
Worth 50	233	0	67	150	10	1	4	0	0	0	0	1	0
Worth 51	145	0	59	67	4	1	3	0	0	2	3	6	0
Worth 52	177	0	69	100	1	1	1	0	3	0	1	1	0
Worth 53	224	0	99	113	2	4	3	0	0	0	0	3	0
Worth 54	305	1	110	183	0	0	2	1	1	0	1	5	1
Worth 55	130	0	61	63	2	2	1	0	0	0	0	1	0
Worth 56	259	0	82	162	2	3	2	0	1	0	0	7	0
Worth 57	356	0	108	234	4	3	1	1	1	1	0	3	0
Worth 58	272	1	128	124	9	3	4	0	1	0	0	2	0
Worth 59	428	0	105	311	6	4	1	0	1	0	0	0	0
Worth 60	171	0	59	90	7	7	2	0	0	0	2	4	0
Worth 61	187	0	83	92	6	0	1	0	1	0	0	3	1
Worth 62	161	0	63	86	2	3	2	1	0	0	0	4	0
Worth 63	240	1	101	126	4	0	0	0	1	0	0	6	1
Worth 64	299	0	98	177	10	3	5	0	1	0	0	5	0
Worth 65	301	0	93	192	6	1	2	0	0	0	1	4	2
Worth 66	190	0	89	90	1	1	2	1	1	0	0	5	0
Worth 67	121	0	51	60	1	5	1	0	1	0	0	1	1
Worth 68	243	0	82	148	5	4	0	1	0	0	0	2	1
Worth 69	372	1	146	215	1	1	1	0	1	2	2	2	0
Worth 70	290	0	130	144	3	4	2	1	1	2	0	3	0
Worth 71	133	0	57	66	2	3	0	1	2	0	0	1	1
Worth 72	320	1	108	192	9	1	0	1	0	0	3	4	1
Worth 73	178	0	76	92	3	5	1	1	0	0	0	0	0
Worth 74	127	0	58	52	4	3	1	2	2	0	0	5	0
Worth 75	325	1	113	185	3	1	1	2	1	2	0	14	2
Worth 76	132	0	67	60	1	2	1	0	0	0	0	1	0
Worth 77	291	0	122	156	2	2	3	0	2	0	0	4	0
Worth 78	255	0	115	124	4	4	1	1	0	1	1	4	0
Worth 79	110	0	35	66	1	4	2	0	0	0	0	1	1
Worth 80	338	1	112	212	3	5	2	0	0	0	0	3	0
Worth 81	132	0	43	81	4	1	1	0	0	0	0	1	1
Worth 82	208	1	76	109	6	5	1	0	1	0	1	6	2
Worth 83	105	0	46	52	4	1	0	0	0	1	1	0	0
Worth 84	269	0	100	154	8	1	3	0	1	0	0	2	0
Worth 85	263	0	94	157	4	1	1	0	1	0	0	4	1
Worth 86	235	0	120	96	6	6	4	0	0	0	0	3	0
Worth 87	167	1	76	78	6	2	2	1	0	0	0	1	0
Worth 88	151	0	64	83	1	1	0	0	0	0	0	1	1
Worth 89	271	0	73	183	6	1	2	0	0	0	1	5	0
Worth 90	255	0	116	127	1	5	3	0	1	0	0	2	0
Worth 91	84	0	23	58	0	2	0	0	0	0	0	1	0
Worth 92	274	1	105	152	4	1	2	1	1	0	1	6	0
Worth 93	151	0	56	84	2	1	1	0	1	0	0	6	0
Worth 94	272	0	138	120	3	3	1	1	1	0	1	3	1
Worth 95	255	1	88	153	7	2	2	0	0	0	0	2	0
Worth 96	348	0	110	228	2	3	0	0	0	0	0	5	0
Worth 97	244	1	69	166	4	2	1	0	0	0	0	1	0
Worth 98	301	0	89	197	8	1	1	0	1	1	0	3	0
Worth 99	147	0	72	67	5	0	2	0	0	0	0	0	1
Worth 100	198	0	65	116	2	2	3	0	1	0	1	8	0
